"head","relation","tail"
"drug_panitumumab","INTERACTS_WITH","drug_methoxy_polyethylene_glycol_epoetin_beta"
"drug_panitumumab","INTERACTS_WITH","drug_imdevimab"
"drug_panitumumab","INTERACTS_WITH","drug_casirivimab"
"drug_panitumumab","INTERACTS_WITH","drug_cilgavimab"
"drug_panitumumab","INTERACTS_WITH","drug_tixagevimab"
"drug_panitumumab","INTERACTS_WITH","drug_sotrovimab"
"drug_panitumumab","INTERACTS_WITH","drug_loncastuximab_tesirine"
"drug_panitumumab","INTERACTS_WITH","drug_tisotumab_vedotin"
"drug_panitumumab","INTERACTS_WITH","drug_sutimlimab"
"drug_panitumumab","INTERACTS_WITH","drug_bebtelovimab"
"drug_panitumumab","INTERACTS_WITH","drug_mosunetuzumab"
"drug_panitumumab","INTERACTS_WITH","drug_spesolimab"
"drug_panitumumab","INTERACTS_WITH","drug_eflapegrastim"
"drug_ranibizumab","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_a"
"drug_ranibizumab","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_b"
"drug_ranibizumab","INTERACTS_WITH","drug_esterified_estrogens"
"drug_ranibizumab","INTERACTS_WITH","drug_human_immunoglobulin_g"
"drug_ranibizumab","INTERACTS_WITH","drug_omalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_adalimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_abciximab"
"drug_ranibizumab","INTERACTS_WITH","drug_indium_in_111_satumomab_pendetide"
"drug_ranibizumab","INTERACTS_WITH","drug_infliximab"
"drug_ranibizumab","INTERACTS_WITH","drug_trastuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_rituximab"
"drug_ranibizumab","INTERACTS_WITH","drug_basiliximab"
"drug_ranibizumab","INTERACTS_WITH","drug_muromonab_cd3"
"drug_ranibizumab","INTERACTS_WITH","drug_digoxin_immune_fab_ovine"
"drug_ranibizumab","INTERACTS_WITH","drug_tositumomab_i_131"
"drug_ranibizumab","INTERACTS_WITH","drug_alemtuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_efalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lapine_t_lymphocyte_immune_globulin"
"drug_ranibizumab","INTERACTS_WITH","drug_natalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_palivizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_daclizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_eculizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_panitumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_galiximab"
"drug_ranibizumab","INTERACTS_WITH","drug_pexelizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_afelimomab"
"drug_ranibizumab","INTERACTS_WITH","drug_epratuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_oregovomab"
"drug_ranibizumab","INTERACTS_WITH","drug_ign311"
"drug_ranibizumab","INTERACTS_WITH","drug_adecatumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_labetuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_matuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_fontolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bavituximab"
"drug_ranibizumab","INTERACTS_WITH","drug_cr002"
"drug_ranibizumab","INTERACTS_WITH","drug_rozrolimupab"
"drug_ranibizumab","INTERACTS_WITH","drug_girentuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_obiltoxaximab"
"drug_ranibizumab","INTERACTS_WITH","drug_xtl_001"
"drug_ranibizumab","INTERACTS_WITH","drug_nav_1800"
"drug_ranibizumab","INTERACTS_WITH","drug_briakinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_otelixizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_amg_108"
"drug_ranibizumab","INTERACTS_WITH","drug_iratumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_enokizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ramucirumab"
"drug_ranibizumab","INTERACTS_WITH","drug_farletuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_veltuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ustekinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_pro_542"
"drug_ranibizumab","INTERACTS_WITH","drug_tnx_901"
"drug_ranibizumab","INTERACTS_WITH","drug_inotuzumab_ozogamicin"
"drug_ranibizumab","INTERACTS_WITH","drug_ri_624"
"drug_ranibizumab","INTERACTS_WITH","drug_stamulumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ct_011"
"drug_ranibizumab","INTERACTS_WITH","drug_leronlimab"
"drug_ranibizumab","INTERACTS_WITH","drug_glembatumumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_olaratumab"
"drug_ranibizumab","INTERACTS_WITH","drug_iph_2101"
"drug_ranibizumab","INTERACTS_WITH","drug_tb_402"
"drug_ranibizumab","INTERACTS_WITH","drug_caplacizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_imc_1c11"
"drug_ranibizumab","INTERACTS_WITH","drug_eldelumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gomiliximab"
"drug_ranibizumab","INTERACTS_WITH","drug_canakinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ipilimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_nimotuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_clenoliximab"
"drug_ranibizumab","INTERACTS_WITH","drug_biib015"
"drug_ranibizumab","INTERACTS_WITH","drug_sonepcizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_motavizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_elotuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ave9633"
"drug_ranibizumab","INTERACTS_WITH","drug_carotuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_xmab_2513"
"drug_ranibizumab","INTERACTS_WITH","drug_coltuximab_ravtansine"
"drug_ranibizumab","INTERACTS_WITH","drug_lucatumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_pertuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_siplizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_apolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_sibrotuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bivatuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lerdelimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lexatumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_reslizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_teplizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_catumaxomab"
"drug_ranibizumab","INTERACTS_WITH","drug_mepolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_denosumab"
"drug_ranibizumab","INTERACTS_WITH","drug_volociximab"
"drug_ranibizumab","INTERACTS_WITH","drug_golimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_belimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_raxibacumab"
"drug_ranibizumab","INTERACTS_WITH","drug_secukinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_vedolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_nivolumab"
"drug_ranibizumab","INTERACTS_WITH","drug_siltuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_pembrolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_blinatumomab"
"drug_ranibizumab","INTERACTS_WITH","drug_anthrax_immune_globulin_human"
"drug_ranibizumab","INTERACTS_WITH","drug_dinutuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_idarucizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_alirocumab"
"drug_ranibizumab","INTERACTS_WITH","drug_evolocumab"
"drug_ranibizumab","INTERACTS_WITH","drug_daratumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_necitumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ixekizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ravulizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_atezolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tetanus_immune_globulin_human"
"drug_ranibizumab","INTERACTS_WITH","drug_eftrenonacog_alfa"
"drug_ranibizumab","INTERACTS_WITH","drug_human_varicella_zoster_immune_globulin"
"drug_ranibizumab","INTERACTS_WITH","drug_conatumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tabalumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ficlatuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_figitumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_durvalumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bapineuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_onartuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_solanezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_sarilumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tremelimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_brodalumab"
"drug_ranibizumab","INTERACTS_WITH","drug_sirukumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lampalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_guselkumab"
"drug_ranibizumab","INTERACTS_WITH","drug_dalotuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_emibetuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ublituximab"
"drug_ranibizumab","INTERACTS_WITH","drug_ligelizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_seribantumab"
"drug_ranibizumab","INTERACTS_WITH","drug_landogrozumab"
"drug_ranibizumab","INTERACTS_WITH","drug_romosozumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lebrikizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_varlilumab"
"drug_ranibizumab","INTERACTS_WITH","drug_avelumab"
"drug_ranibizumab","INTERACTS_WITH","drug_crenezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_rilotumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_anifrolumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ocrelizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_benralizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gantenerumab"
"drug_ranibizumab","INTERACTS_WITH","drug_visilizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_urelumab"
"drug_ranibizumab","INTERACTS_WITH","drug_patritumab"
"drug_ranibizumab","INTERACTS_WITH","drug_fulranumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tarextumab"
"drug_ranibizumab","INTERACTS_WITH","drug_sotatercept"
"drug_ranibizumab","INTERACTS_WITH","drug_gevokizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_duligotuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_fasinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_dupilumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tralokinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_etrolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_zalutumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ganitumab"
"drug_ranibizumab","INTERACTS_WITH","drug_etaracizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_polatuzumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_inclacumab"
"drug_ranibizumab","INTERACTS_WITH","drug_cixutumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ascrinvacumab"
"drug_ranibizumab","INTERACTS_WITH","drug_aducanumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gs_5745"
"drug_ranibizumab","INTERACTS_WITH","drug_vanucizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tanezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ensituximab"
"drug_ranibizumab","INTERACTS_WITH","drug_fezakinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_dusigitumab"
"drug_ranibizumab","INTERACTS_WITH","drug_fresolimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_indusatumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_bococizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_mogamulizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_plozalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_inebilizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_mavrilimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_blosozumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bimagrumab"
"drug_ranibizumab","INTERACTS_WITH","drug_dacetuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tovetumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lumretuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ibalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_intetumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_carlumab"
"drug_ranibizumab","INTERACTS_WITH","drug_demcizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_sifalimumab"
"drug_ranibizumab","INTERACTS_WITH","drug_abituzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ecromeximab"
"drug_ranibizumab","INTERACTS_WITH","drug_naptumomab_estafenatox"
"drug_ranibizumab","INTERACTS_WITH","drug_crotedumab"
"drug_ranibizumab","INTERACTS_WITH","drug_concizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_depatuxizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_rontalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_amatuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_clazakizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_ozanezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bimekizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_milatuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_robatumumab"
"drug_ranibizumab","INTERACTS_WITH","drug_namilumab"
"drug_ranibizumab","INTERACTS_WITH","drug_racotumomab"
"drug_ranibizumab","INTERACTS_WITH","drug_tregalizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_olokizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bezlotoxumab"
"drug_ranibizumab","INTERACTS_WITH","drug_edrecolomab"
"drug_ranibizumab","INTERACTS_WITH","drug_nebacumab"
"drug_ranibizumab","INTERACTS_WITH","drug_human_cytomegalovirus_immune_globulin"
"drug_ranibizumab","INTERACTS_WITH","drug_emicizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_sulesomab"
"drug_ranibizumab","INTERACTS_WITH","drug_besilesomab"
"drug_ranibizumab","INTERACTS_WITH","drug_tildrakizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_burosumab"
"drug_ranibizumab","INTERACTS_WITH","drug_erenumab"
"drug_ranibizumab","INTERACTS_WITH","drug_eptinezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_fremanezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_galcanezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_fanolesomab"
"drug_ranibizumab","INTERACTS_WITH","drug_lecanemab"
"drug_ranibizumab","INTERACTS_WITH","drug_lanadelumab"
"drug_ranibizumab","INTERACTS_WITH","drug_cemiplimab"
"drug_ranibizumab","INTERACTS_WITH","drug_emapalumab"
"drug_ranibizumab","INTERACTS_WITH","drug_risankizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_camrelizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_setrusumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gancotamab"
"drug_ranibizumab","INTERACTS_WITH","drug_anetumab_ravtansine"
"drug_ranibizumab","INTERACTS_WITH","drug_isatuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_icrucumab"
"drug_ranibizumab","INTERACTS_WITH","drug_codrituzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_brolucizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_xentuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_lintuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_vobarilizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_parsatuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_emactuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bevacizumab_zirconium_zr_89"
"drug_ranibizumab","INTERACTS_WITH","drug_refanezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_rozanolixizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bermekimab"
"drug_ranibizumab","INTERACTS_WITH","drug_pamrevlumab"
"drug_ranibizumab","INTERACTS_WITH","drug_opicinumab"
"drug_ranibizumab","INTERACTS_WITH","drug_margetuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_dalantercept"
"drug_ranibizumab","INTERACTS_WITH","drug_pateclizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gremubamab"
"drug_ranibizumab","INTERACTS_WITH","drug_apomab"
"drug_ranibizumab","INTERACTS_WITH","drug_tafasitamab"
"drug_ranibizumab","INTERACTS_WITH","drug_ipafricept"
"drug_ranibizumab","INTERACTS_WITH","drug_abrilumab"
"drug_ranibizumab","INTERACTS_WITH","drug_frovocimab"
"drug_ranibizumab","INTERACTS_WITH","drug_tezepelumab"
"drug_ranibizumab","INTERACTS_WITH","drug_tigatuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_telisotuzumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_utomilumab"
"drug_ranibizumab","INTERACTS_WITH","drug_zolbetuximab"
"drug_ranibizumab","INTERACTS_WITH","drug_ponezumab"
"drug_ranibizumab","INTERACTS_WITH","drug_asunercept"
"drug_ranibizumab","INTERACTS_WITH","drug_suvratoxumab"
"drug_ranibizumab","INTERACTS_WITH","drug_mitazalimab"
"drug_ranibizumab","INTERACTS_WITH","drug_nemolizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_bleselumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gedivumab"
"drug_ranibizumab","INTERACTS_WITH","drug_valanafusp_alfa"
"drug_ranibizumab","INTERACTS_WITH","drug_sofituzumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_istiratumab"
"drug_ranibizumab","INTERACTS_WITH","drug_pidilizumab"
"drug_ranibizumab","INTERACTS_WITH","drug_gma_161"
"drug_ranibizumab","INTERACTS_WITH","drug_ladiratuzumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_tomaralimab"
"drug_ranibizumab","INTERACTS_WITH","drug_vesencumab"
"drug_ranibizumab","INTERACTS_WITH","drug_pinatuzumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_lulizumab_pegol"
"drug_ranibizumab","INTERACTS_WITH","drug_lorukafusp_alfa"
"drug_ranibizumab","INTERACTS_WITH","drug_naratuximab_emtansine"
"drug_ranibizumab","INTERACTS_WITH","drug_zenocutuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_atoltivimab"
"drug_ranibizumab","INTERACTS_WITH","drug_maftivimab"
"drug_ranibizumab","INTERACTS_WITH","drug_odesivimab"
"drug_ranibizumab","INTERACTS_WITH","drug_belantamab_mafodotin"
"drug_ranibizumab","INTERACTS_WITH","drug_ansuvimab"
"drug_ranibizumab","INTERACTS_WITH","drug_bamlanivimab"
"drug_ranibizumab","INTERACTS_WITH","drug_human_hepatitis_b_virus_immune_globulin"
"drug_ranibizumab","INTERACTS_WITH","drug_human_rho_d_immune_globulin"
"drug_ranibizumab","INTERACTS_WITH","drug_dostarlimab"
"drug_ranibizumab","INTERACTS_WITH","drug_certolizumab_pegol"
"drug_ranibizumab","INTERACTS_WITH","drug_inolimomab"
"drug_ranibizumab","INTERACTS_WITH","drug_pentaglobin"
"drug_ranibizumab","INTERACTS_WITH","drug_abagovomab"
"drug_ranibizumab","INTERACTS_WITH","drug_efungumab"
"drug_ranibizumab","INTERACTS_WITH","drug_foralumab"
"drug_ranibizumab","INTERACTS_WITH","drug_indatuximab_ravtansine"
"drug_ranibizumab","INTERACTS_WITH","drug_magrolimab"
"drug_ranibizumab","INTERACTS_WITH","drug_olinvacimab"
"drug_ranibizumab","INTERACTS_WITH","drug_actoxumab"
"drug_ranibizumab","INTERACTS_WITH","drug_volagidemab"
"drug_ranibizumab","INTERACTS_WITH","drug_bentracimab"
"drug_ranibizumab","INTERACTS_WITH","drug_amivantamab"
"drug_ranibizumab","INTERACTS_WITH","drug_ebola_zaire_vaccine_live_attenuated"
"drug_ranibizumab","INTERACTS_WITH","drug_imlifidase"
"drug_ranibizumab","INTERACTS_WITH","drug_imdevimab"
"drug_ranibizumab","INTERACTS_WITH","drug_casirivimab"
"drug_ranibizumab","INTERACTS_WITH","drug_cilgavimab"
"drug_ranibizumab","INTERACTS_WITH","drug_tixagevimab"
"drug_ranibizumab","INTERACTS_WITH","drug_sotrovimab"
"drug_ranibizumab","INTERACTS_WITH","drug_loncastuximab_tesirine"
"drug_ranibizumab","INTERACTS_WITH","drug_tisotumab_vedotin"
"drug_ranibizumab","INTERACTS_WITH","drug_sutimlimab"
"drug_ranibizumab","INTERACTS_WITH","drug_bebtelovimab"
"drug_ranibizumab","INTERACTS_WITH","drug_mosunetuzumab"
"drug_ranibizumab","INTERACTS_WITH","drug_spesolimab"
"drug_ranibizumab","INTERACTS_WITH","drug_eflapegrastim"
"drug_formic_acid","INTERACTS_WITH","drug_alpha_1_proteinase_inhibitor"
"drug_formic_acid","INTERACTS_WITH","drug_monteplase"
"drug_formic_acid","INTERACTS_WITH","drug_lepirudin"
"drug_formic_acid","INTERACTS_WITH","drug_urokinase"
"drug_formic_acid","INTERACTS_WITH","drug_reteplase"
"drug_formic_acid","INTERACTS_WITH","drug_anistreplase"
"drug_formic_acid","INTERACTS_WITH","drug_tenecteplase"
"drug_formic_acid","INTERACTS_WITH","drug_abciximab"
"drug_formic_acid","INTERACTS_WITH","drug_drotrecogin_alfa"
"drug_formic_acid","INTERACTS_WITH","drug_streptokinase"
"drug_formic_acid","INTERACTS_WITH","drug_ardeparin"
"drug_formic_acid","INTERACTS_WITH","drug_desmoteplase"
"drug_formic_acid","INTERACTS_WITH","drug_ancrod"
"drug_formic_acid","INTERACTS_WITH","drug_fibrinolysin"
"drug_formic_acid","INTERACTS_WITH","drug_danaparoid"
"drug_formic_acid","INTERACTS_WITH","drug_bemiparin"
"drug_formic_acid","INTERACTS_WITH","drug_nadroparin_calcium"
"drug_formic_acid","INTERACTS_WITH","drug_dextran_sulfate"
"drug_formic_acid","INTERACTS_WITH","drug_parnaparin"
"drug_formic_acid","INTERACTS_WITH","drug_antithrombin_iii_human"
"drug_formic_acid","INTERACTS_WITH","drug_protein_c"
"drug_formic_acid","INTERACTS_WITH","drug_protein_s_human"
"drug_formic_acid","INTERACTS_WITH","drug_brinase"
"drug_formic_acid","INTERACTS_WITH","drug_saruplase"
"drug_formic_acid","INTERACTS_WITH","drug_semuloparin"
"drug_formic_acid","INTERACTS_WITH","drug_reviparin"
"drug_formic_acid","INTERACTS_WITH","drug_sr_123781a"
"drug_protoporphyrin","INTERACTS_WITH","drug_porfimer_sodium"
"drug_protoporphyrin","INTERACTS_WITH","drug_verteporfin"
"drug_protoporphyrin","INTERACTS_WITH","drug_padeliporfin"
"drug_fibrinolysin","INTERACTS_WITH","drug_bamet_ud2"
"drug_fibrinolysin","INTERACTS_WITH","drug_ginkgo"
"drug_fibrinolysin","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_a"
"drug_fibrinolysin","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_b"
"drug_fibrinolysin","INTERACTS_WITH","drug_esterified_estrogens"
"drug_fibrinolysin","INTERACTS_WITH","drug_tositumomab_i_131"
"drug_fibrinolysin","INTERACTS_WITH","drug_dersalazine"
"drug_fibrinolysin","INTERACTS_WITH","drug_abciximab"
"drug_fibrinolysin","INTERACTS_WITH","drug_caplacizumab"
"drug_fibrinolysin","INTERACTS_WITH","drug_maritime_pine_extract"
"drug_fibrinolysin","INTERACTS_WITH","drug_dehydrochloromethyltestosterone"
"drug_fibrinolysin","INTERACTS_WITH","drug_azficel_t"
"drug_fibrinolysin","INTERACTS_WITH","drug_eftrenonacog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_albutrepenonacog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_emicizumab"
"drug_fibrinolysin","INTERACTS_WITH","drug_turoctocog_alfa_pegol"
"drug_fibrinolysin","INTERACTS_WITH","drug_simoctocog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_eptacog_alfa_activated"
"drug_fibrinolysin","INTERACTS_WITH","drug_formic_acid"
"drug_fibrinolysin","INTERACTS_WITH","drug_fibrinogen_human"
"drug_fibrinolysin","INTERACTS_WITH","drug_catridecacog"
"drug_fibrinolysin","INTERACTS_WITH","drug_prothrombin"
"drug_fibrinolysin","INTERACTS_WITH","drug_factor_ix_complex_human"
"drug_fibrinolysin","INTERACTS_WITH","drug_rusalatide_acetate"
"drug_fibrinolysin","INTERACTS_WITH","drug_vatreptacog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_vonicog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_coagulation_factor_x_human"
"drug_fibrinolysin","INTERACTS_WITH","drug_coagulation_factor_vii_human"
"drug_fibrinolysin","INTERACTS_WITH","drug_anti_inhibitor_coagulant_complex"
"drug_fibrinolysin","INTERACTS_WITH","drug_kallidinogenase"
"drug_fibrinolysin","INTERACTS_WITH","drug_trenonacog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_beroctocog_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_andexanet_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_ardeparin"
"drug_fibrinolysin","INTERACTS_WITH","drug_ancrod"
"drug_fibrinolysin","INTERACTS_WITH","drug_danaparoid"
"drug_fibrinolysin","INTERACTS_WITH","drug_bemiparin"
"drug_fibrinolysin","INTERACTS_WITH","drug_nadroparin_calcium"
"drug_fibrinolysin","INTERACTS_WITH","drug_dextran_sulfate"
"drug_fibrinolysin","INTERACTS_WITH","drug_protein_c"
"drug_fibrinolysin","INTERACTS_WITH","drug_antithrombin_iii_human"
"drug_fibrinolysin","INTERACTS_WITH","drug_protein_s_human"
"drug_fibrinolysin","INTERACTS_WITH","drug_tenecteplase"
"drug_fibrinolysin","INTERACTS_WITH","drug_drotrecogin_alfa"
"drug_fibrinolysin","INTERACTS_WITH","drug_brinase"
"drug_fibrinolysin","INTERACTS_WITH","drug_saruplase"
"drug_fibrinolysin","INTERACTS_WITH","drug_desmoteplase"
"drug_fibrinolysin","INTERACTS_WITH","drug_parnaparin"
"drug_fibrinolysin","INTERACTS_WITH","drug_lepirudin"
"drug_fibrinolysin","INTERACTS_WITH","drug_reteplase"
"drug_fibrinolysin","INTERACTS_WITH","drug_anistreplase"
"drug_fibrinolysin","INTERACTS_WITH","drug_semuloparin"
"drug_fibrinolysin","INTERACTS_WITH","drug_monteplase"
"drug_fibrinolysin","INTERACTS_WITH","drug_reviparin"
"drug_fibrinolysin","INTERACTS_WITH","drug_sr_123781a"
"drug_fibrinolysin","INTERACTS_WITH","drug_peginterferon_alfa_2a"
"drug_fibrinolysin","INTERACTS_WITH","drug_interferon_alfa_n1"
"drug_fibrinolysin","INTERACTS_WITH","drug_interferon_alfa_n3"
"drug_fibrinolysin","INTERACTS_WITH","drug_peginterferon_alfa_2b"
"drug_fibrinolysin","INTERACTS_WITH","drug_interferon_gamma_1b"
"drug_fibrinolysin","INTERACTS_WITH","drug_interferon_alfa_2a"
"drug_fibrinolysin","INTERACTS_WITH","drug_aldesleukin"
